,location,total_sqft,bath,price,bhk
2922,Hennur,1295.0,2.0,64.0,2
2923,Hennur,1935.0,3.0,102.0,3
2925,Hennur,1345.0,2.0,69.0,3
2926,Hennur,1255.0,2.0,58.0,2
2927,Hennur,1420.0,2.0,62.0,2
2928,Hennur,1155.0,2.0,54.5,2
2929,Hennur,1255.0,2.0,52.32,2
2930,Hennur,1255.0,2.0,52.35,2
2933,Hennur,1255.0,2.0,54.5,2
2934,Hennur,1830.0,2.0,113.0,3
2935,Hennur,1830.5,3.0,84.205,3
2936,Hennur,1255.0,2.0,55.5,2
2937,Hennur,1255.0,2.0,53.57,2
2938,Hennur,1255.0,2.0,56.5,2
2939,Hennur,1050.0,2.0,42.73,2
2940,Hennur,1295.0,2.0,62.0,2
2941,Hennur Road,2089.0,3.0,140.0,3
2942,Hennur Road,3203.5,2.0,224.5,4
2943,Hennur Road,5000.0,8.0,250.0,8
2944,Hennur Road,1385.0,2.0,83.09,2
2945,Hennur Road,1317.5,2.0,63.77,2
2947,Hennur Road,2264.0,3.0,159.0,3
2948,Hennur Road,1157.0,2.0,84.0,2
2949,Hennur Road,1904.0,3.0,120.0,3
2950,Hennur Road,1891.0,3.0,109.0,3
2951,Hennur Road,1561.0,3.0,95.0,3
2953,Hennur Road,2060.0,3.0,149.0,3
2954,Hennur Road,1482.0,2.0,92.0,3
2955,Hennur Road,1232.0,2.0,89.0,2
2956,Hennur Road,1065.0,2.0,42.6,2
2958,Hennur Road,1482.0,2.0,87.0,3
2959,Hennur Road,1891.0,3.0,139.0,3
2960,Hennur Road,1703.0,3.0,101.0,3
2961,Hennur Road,1232.0,2.0,69.61,2
2962,Hennur Road,987.0,2.0,49.0,2
2964,Hennur Road,2160.0,3.0,160.0,3
2966,Hennur Road,1680.0,3.0,99.27,3
2967,Hennur Road,1065.0,2.0,42.6,2
2968,Hennur Road,1385.0,2.0,83.09,2
2970,Hennur Road,2350.0,3.0,174.0,3
2971,Hennur Road,1586.0,3.0,93.94,3
2972,Hennur Road,1975.0,3.0,123.0,3
2974,Hennur Road,1290.0,2.0,94.5,3
2975,Hennur Road,901.0,2.0,49.5,2
2976,Hennur Road,1445.0,3.0,86.56,3
2977,Hennur Road,1482.0,2.0,97.0,3
2978,Hennur Road,1182.0,2.0,82.5,2
2980,Hennur Road,1036.0,2.0,59.46,2
2981,Hennur Road,1891.0,3.0,109.0,3
2982,Hennur Road,1232.0,2.0,69.61,2
2984,Hennur Road,2320.0,3.0,170.0,3
2985,Hennur Road,1936.0,3.0,118.0,3
2986,Hennur Road,1480.0,2.0,65.0,2
2987,Hennur Road,1590.0,3.0,96.5,3
2988,Hennur Road,1445.0,2.0,105.0,3
2989,Hennur Road,1036.0,2.0,59.45,2
2990,Hennur Road,1832.0,3.0,125.0,3
2991,Hennur Road,1359.0,2.0,104.0,2
2992,Hennur Road,1341.0,2.0,75.76,2
2993,Hennur Road,1040.0,2.0,50.0,2
2995,Hennur Road,1414.0,2.0,84.18,2
2996,Hennur Road,1949.0,3.0,133.0,3
2997,Hennur Road,1232.0,2.0,89.0,2
2998,Hennur Road,1250.0,2.0,77.88,3
2999,Hennur Road,2502.0,4.0,180.0,4
3000,Hennur Road,1831.0,3.0,110.0,3
3001,Hennur Road,1232.0,2.0,87.0,2
3002,Hennur Road,1232.0,2.0,74.0,2
3003,Hennur Road,1232.0,2.0,66.0,2
3004,Hennur Road,1341.0,2.0,95.0,2
3006,Hennur Road,1232.0,2.0,88.0,2
3007,Hennur Road,2365.0,4.0,175.0,3
3008,Hennur Road,1310.0,2.0,66.0,2
3010,Hennur Road,1015.0,2.0,50.0,2
3012,Hennur Road,2264.0,3.0,168.0,3
3013,Hennur Road,2002.0,3.0,120.0,3
3014,Hennur Road,1232.0,2.0,69.6,2
3015,Hennur Road,1195.0,2.0,73.0,2
3016,Hennur Road,1020.0,2.0,47.0,2
3017,Hennur Road,5100.0,6.0,375.0,5
3018,Hennur Road,1061.0,2.0,54.92,2
3020,Hennur Road,1020.0,2.0,45.0,2
3021,Hennur Road,2041.0,3.0,128.0,3
3022,Hennur Road,1232.0,2.0,87.0,2
3023,Hennur Road,1066.0,2.0,52.23,2
3024,Hennur Road,973.0,2.0,56.0,2
3025,Hennur Road,1255.0,2.0,84.0,2
3026,Hennur Road,1232.0,2.0,83.0,2
3027,Hennur Road,1832.0,3.0,116.0,3
3028,Hennur Road,2050.0,3.0,120.0,3
3029,Hennur Road,1445.0,2.0,86.69,3
3030,Hennur Road,1445.0,2.0,83.0,3
3033,Hennur Road,1654.0,3.0,97.8,3
3034,Hennur Road,1480.0,3.0,100.0,3
3035,Hennur Road,1450.0,3.0,88.6,3
3036,Hennur Road,1155.0,2.0,69.18,2
3037,Hennur Road,1053.0,2.0,53.0,2
3038,Hennur Road,1195.0,2.0,59.0,2
3039,Hennur Road,1904.0,3.0,129.0,3
3040,Hennur Road,1981.0,3.0,134.0,3
3041,Hennur Road,1155.0,2.0,69.18,2
3043,Hennur Road,1590.0,3.0,105.0,3
3044,Hennur Road,2041.0,3.0,138.0,3
3045,Hennur Road,1100.0,2.0,78.0,3
3046,Hennur Road,1880.0,4.0,154.0,4
3047,Hennur Road,1232.0,2.0,69.61,2
3048,Hennur Road,1748.0,3.0,103.0,3
3049,Hennur Road,1460.0,2.0,80.3,2
3051,Hennur Road,1933.0,3.0,140.0,3
3052,Hennur Road,1030.0,2.0,46.5,2
3053,Hennur Road,1232.0,2.0,69.61,2
3055,Hennur Road,1445.0,2.0,89.56,3
3056,Hennur Road,973.0,2.0,50.74,2
3058,Hennur Road,1305.0,2.0,77.0,3
3060,Hennur Road,1165.0,2.0,67.0,2
3061,Hennur Road,980.0,2.0,51.0,2
3062,Hennur Road,1232.0,2.0,80.0,2
3063,Hennur Road,1085.0,2.0,43.4,2
3064,Hennur Road,950.0,2.0,55.0,2
3065,Hennur Road,1140.0,2.0,56.0,2
3066,Hennur Road,1891.0,3.0,110.0,3
3069,Hennur Road,1165.0,2.0,52.0,2
3070,Hennur Road,1450.0,2.0,80.0,2
3071,Hennur Road,1155.0,2.0,69.18,2
3072,Hennur Road,1936.0,3.0,131.0,3
3073,Hoodi,985.0,2.0,67.0,2
3076,Hoodi,1425.0,2.0,80.0,2
3077,Hoodi,1420.0,2.0,75.0,2
3078,Hoodi,1639.0,3.0,110.0,3
3080,Hoodi,1639.0,3.0,98.32,3
3084,Hoodi,1026.0,2.0,60.87,2
3085,Hoodi,1050.0,2.0,50.0,2
3086,Hoodi,1400.0,2.0,78.0,2
3087,Hoodi,2400.0,5.0,160.0,5
3088,Hoodi,1196.0,2.0,71.74,2
3090,Hoodi,1500.0,2.0,84.0,2
3091,Hoodi,1055.0,2.0,57.63,2
3092,Hoodi,1925.0,2.0,114.0,3
3093,Hoodi,1400.0,2.0,82.0,2
3095,Hoodi,706.0,1.0,48.24,1
3096,Hoodi,1257.0,2.0,69.0,2
3097,Hoodi,1132.0,2.0,67.9,2
3098,Hoodi,1925.0,3.0,110.0,3
3100,Hoodi,1257.0,2.0,71.03,2
3101,Hoodi,1305.0,2.0,75.0,2
3103,Hoodi,1240.0,2.0,65.0,2
3105,Hoodi,1108.0,2.0,74.23,2
3106,Hoodi,1257.0,2.0,68.5,2
3107,Hoodi,1000.0,2.0,48.0,2
3108,Hoodi,1063.0,2.0,61.17,2
3109,Hoodi,1259.0,2.0,69.45,2
3110,Hoodi,711.0,1.0,42.65,1
3112,Hoodi,863.0,1.0,40.55,1
3113,Hoodi,1715.0,2.0,100.0,3
3115,Hoodi,1447.0,3.0,76.0,2
3116,Hoodi,2144.0,3.0,140.0,3
3117,Hoodi,1108.0,2.0,66.46,2
3119,Hoodi,1837.0,3.0,110.0,3
3120,Hoodi,3385.0,4.0,220.0,4
3122,Hoodi,1181.0,2.0,55.0,2
3123,Hoodi,1490.0,3.0,85.0,3
3124,Hoodi,1258.5,2.0,59.135,2
3125,Horamavu Agara,1200.0,2.0,45.0,2
3126,Horamavu Agara,1560.0,3.0,75.0,3
3127,Horamavu Agara,755.0,2.0,37.49,2
3128,Horamavu Agara,982.0,2.0,47.65,2
3129,Horamavu Agara,1650.0,2.0,75.0,3
3130,Horamavu Agara,950.0,2.0,39.0,2
3131,Horamavu Agara,1106.0,2.0,43.09,2
3132,Horamavu Agara,1079.0,2.0,41.0,2
3133,Horamavu Agara,1265.0,2.0,65.0,3
3134,Horamavu Agara,1060.0,2.0,37.0,2
3135,Horamavu Agara,1107.83,2.0,41.51,2
3136,Horamavu Agara,980.0,2.0,38.19,2
3137,Horamavu Agara,1250.0,3.0,65.0,3
3138,Horamavu Agara,1145.0,2.0,41.21,2
3139,Horamavu Agara,1000.0,2.0,46.0,2
3140,Horamavu Agara,760.0,2.0,37.49,2
3141,Horamavu Agara,1150.0,2.0,42.0,2
3143,Horamavu Agara,750.0,2.0,37.49,2
3144,Horamavu Agara,625.0,1.0,27.0,1
3145,Horamavu Agara,1080.0,2.0,38.0,2
3146,Horamavu Agara,994.0,2.0,42.28,2
3147,Horamavu Agara,1107.83,2.0,41.51,2
3149,Horamavu Agara,1090.0,2.0,46.0,2
3150,Horamavu Agara,1400.0,3.0,63.0,3
3151,Horamavu Agara,1557.0,3.0,70.0,3
3152,Horamavu Agara,1058.0,2.0,47.0,2
3155,Horamavu Banaswadi,1460.0,2.0,80.5,2
3156,Horamavu Banaswadi,1156.0,2.0,46.0,2
3157,Horamavu Banaswadi,1180.0,2.0,58.0,2
3158,Horamavu Banaswadi,1307.0,2.0,51.6,2
3159,Horamavu Banaswadi,3800.0,8.0,200.0,6
3160,Horamavu Banaswadi,1357.0,2.0,54.0,2
3161,Horamavu Banaswadi,925.0,2.0,38.0,2
3162,Horamavu Banaswadi,1272.0,2.0,48.0,2
3163,Horamavu Banaswadi,1225.0,2.0,49.5,2
3164,Horamavu Banaswadi,1272.0,2.0,51.5,2
3165,Horamavu Banaswadi,1272.0,2.0,51.5,2
3166,Horamavu Banaswadi,1156.0,2.0,46.9,2
3167,Horamavu Banaswadi,1200.0,2.0,45.0,2
3168,Horamavu Banaswadi,1254.0,2.0,47.0,2
3169,Horamavu Banaswadi,1610.0,3.0,68.0,3
3170,Horamavu Banaswadi,1210.0,2.0,50.0,2
3171,Horamavu Banaswadi,1357.0,2.0,54.0,2
3172,Horamavu Banaswadi,1272.0,2.0,50.0,2
3173,Horamavu Banaswadi,1200.0,2.0,45.0,2
3174,Horamavu Banaswadi,1025.0,2.0,45.0,2
3175,Horamavu Banaswadi,1081.0,2.0,52.0,2
3176,Horamavu Banaswadi,1000.0,2.0,50.0,2
3177,Hormavu,1500.0,2.0,78.0,2
3178,Hormavu,1150.0,2.0,55.0,2
3180,Hormavu,1180.0,2.0,50.0,2
3181,Hormavu,1200.0,2.0,67.0,2
3182,Hormavu,1200.0,3.0,70.0,2
3183,Hormavu,1175.0,2.0,52.0,2
3184,Hormavu,1351.0,2.0,53.0,1
3185,Hormavu,1141.0,2.0,44.4,2
3186,Hormavu,1130.0,2.0,42.3,2
3188,Hormavu,1725.0,3.0,85.0,3
3189,Hormavu,1153.0,2.0,65.0,2
3190,Hormavu,1150.0,2.0,53.11,2
3191,Hormavu,1123.0,2.0,56.0,2
3192,Hormavu,1385.0,2.0,69.0,3
3194,Hormavu,1030.0,2.0,49.35,2
3195,Hormavu,1018.0,2.0,50.8,2
3196,Hormavu,1555.0,3.0,75.0,3
3197,Hormavu,1143.0,2.0,53.0,2
3198,Hormavu,1100.0,2.0,38.0,2
3199,Hormavu,1000.0,2.0,50.0,2
3200,Hormavu,1200.0,2.0,68.0,2
3202,Hormavu,1200.0,2.0,68.0,2
3203,Hormavu,765.0,2.0,37.49,2
3205,Hormavu,1081.5,2.0,38.665,2
3206,Hormavu,1250.0,2.0,60.0,2
3207,Hormavu,965.0,2.0,37.15,2
3208,Hormavu,583.0,1.0,28.275,1
3209,Hormavu,1129.0,2.0,44.0,2
3210,Hormavu,1385.0,2.0,69.25,3
3211,Hormavu,1165.0,2.0,40.0,2
3212,Hormavu,1065.0,2.0,50.92,2
3213,Hormavu,1046.0,2.0,60.0,2
3214,Hormavu,1400.0,2.0,75.0,2
3215,Hormavu,1365.0,2.0,65.0,3
3216,Hormavu,1196.0,2.0,44.8,2
3217,Hormavu,1263.0,2.0,47.36,2
3218,Hormavu,1015.0,2.0,39.08,2
3220,Hormavu,1200.0,2.0,73.0,2
3221,Hormavu,1250.0,2.0,65.0,2
3223,Hormavu,1075.0,2.0,53.7,2
3224,Hormavu,980.0,2.0,42.0,2
3225,Hormavu,1075.0,2.0,53.7,2
3226,Hormavu,2282.0,4.0,115.0,4
3227,Hormavu,1206.0,2.0,55.0,2
3228,Hormavu,1310.0,2.0,67.0,2
3229,Hormavu,1310.0,2.0,60.0,2
3230,Hormavu,1020.0,2.0,45.75,2
3231,Hormavu,1210.0,2.0,69.0,2
3232,Hosa Road,1652.0,3.0,85.0,3
3234,Hosa Road,1161.0,2.0,55.15,2
3236,Hosa Road,1161.0,2.0,55.15,2
3237,Hosa Road,1365.0,2.0,92.0,2
3238,Hosa Road,1243.0,2.0,48.5,2
3240,Hosa Road,1332.0,2.0,86.12,3
3241,Hosa Road,615.0,1.0,28.29,1
3242,Hosa Road,1318.0,2.0,85.28,3
3243,Hosa Road,1133.0,2.0,52.0,2
3244,Hosa Road,1016.0,2.0,40.0,2
3245,Hosa Road,972.0,2.0,40.0,2
3246,Hosa Road,1161.0,2.0,55.15,2
3247,Hosa Road,1532.0,3.0,98.13,3
3248,Hosa Road,1680.0,3.0,101.0,3
3249,Hosa Road,880.0,2.0,50.0,2
3250,Hosa Road,1533.0,3.0,98.18,3
3251,Hosa Road,1040.0,2.0,68.59,2
3252,Hosa Road,1040.0,2.0,61.0,2
3254,Hosa Road,1245.0,2.0,62.0,2
3255,Hosa Road,1311.0,2.0,84.86,3
3256,Hosa Road,800.0,1.0,39.99,1
3258,Hosa Road,1364.0,2.0,64.79,2
3259,Hosa Road,1016.0,2.0,45.0,2
3261,Hosa Road,1360.0,2.0,77.61,2
3262,Hosa Road,1170.0,2.0,65.0,2
3263,Hosa Road,1161.0,2.0,55.15,2
3264,Hosa Road,1470.0,2.0,84.22,3
3266,Hosa Road,1161.0,2.0,48.75,2
3268,Hosa Road,1016.0,2.0,39.95,2
3269,Hosakerehalli,2378.0,3.0,262.0,3
3270,Hosakerehalli,2376.0,3.0,203.0,3
3271,Hosakerehalli,3205.0,5.0,380.0,4
3274,Hosakerehalli,3024.0,5.0,350.0,4
3275,Hosakerehalli,2400.0,5.0,250.0,5
3276,Hosakerehalli,1817.0,4.0,153.0,3
3277,Hosakerehalli,1304.0,2.0,100.0,2
3278,Hosakerehalli,2480.0,3.0,245.0,3
3279,Hosakerehalli,925.0,2.0,46.5,2
3280,Hosakerehalli,2480.0,4.0,260.0,3
3281,Hosakerehalli,1596.0,3.0,79.8,3
3282,Hosakerehalli,1200.0,2.0,100.0,3
3283,Hosakerehalli,3205.0,4.0,300.0,4
3284,Hosakerehalli,3033.0,4.0,326.0,4
3285,Hosakerehalli,2480.0,4.0,265.0,3
3286,Hosakerehalli,925.0,2.0,46.25,2
3287,Hosakerehalli,2376.0,3.0,240.0,3
3288,Hoskote,1250.0,3.0,50.0,3
3289,Hoskote,1225.0,3.0,40.0,3
3290,Hoskote,1740.0,3.0,60.0,3
3291,Hoskote,1170.0,2.0,45.0,2
3292,Hoskote,1069.0,2.0,38.0,3
3293,Hoskote,1095.0,2.0,33.6,2
3295,Hoskote,1065.0,2.0,31.5,2
3296,Hoskote,1065.0,2.0,28.5,2
3297,Hoskote,945.0,2.0,35.0,2
3298,Hoskote,1003.5,2.0,28.095,2
3299,Hoskote,1065.0,2.0,33.75,2
3300,Hosur Road,1656.0,2.0,120.0,2
3301,Hosur Road,1194.0,2.0,69.0,2
3304,Hosur Road,3300.0,5.0,240.0,5
3305,Hosur Road,1510.0,2.0,105.0,3
3306,Hosur Road,1427.0,2.0,80.63,3
3307,Hosur Road,1508.0,2.0,110.0,3
3308,Hosur Road,460.0,1.0,21.0,1
3310,Hosur Road,1179.0,2.0,49.0,2
3311,Hosur Road,950.0,2.0,60.0,2
3312,Hosur Road,1194.0,2.0,71.64,2
3313,Hosur Road,1766.0,3.0,130.0,3
3314,Hosur Road,1689.0,3.0,103.0,3
3315,Hosur Road,3600.0,5.0,180.0,5
3316,Hosur Road,1170.0,2.0,48.0,2
3317,Hosur Road,1250.0,2.0,55.0,2
3318,Hosur Road,1689.0,3.0,103.0,3
3320,Hosur Road,2000.0,4.0,130.0,4
3321,Hosur Road,1250.0,2.0,65.0,2
3322,Hosur Road,1689.0,3.0,103.0,3
3325,Hosur Road,1223.0,2.0,93.0,2
3327,Hosur Road,1919.0,3.0,117.0,3
3328,Hulimavu,1125.0,2.0,50.0,2
3329,Hulimavu,1242.0,2.0,51.0,2
3331,Hulimavu,1823.0,3.0,100.0,3
3332,Hulimavu,1300.0,2.0,36.0,2
3333,Hulimavu,1080.0,2.0,43.2,2
3334,Hulimavu,1100.0,2.0,71.5,2
3336,Hulimavu,688.0,1.0,50.0,1
3337,Hulimavu,1255.0,2.0,73.0,2
3338,Hulimavu,1058.0,2.0,48.0,2
3339,Hulimavu,1375.0,2.0,80.0,2
3340,Hulimavu,1248.0,2.0,69.0,2
3341,Hulimavu,1818.0,3.0,135.0,3
3342,Hulimavu,1225.0,2.0,55.0,2
3343,Hulimavu,1255.0,2.0,74.0,2
3344,Hulimavu,1175.0,2.0,45.0,2
3345,Hulimavu,1255.0,2.0,69.0,2
3346,Hulimavu,1255.0,2.0,66.0,2
3347,Hulimavu,3035.0,5.0,271.0,3
3348,Hulimavu,3035.0,5.0,220.0,3
3349,Hulimavu,1127.0,2.0,65.0,2
3350,Hulimavu,1200.0,2.0,50.0,2
3352,Hulimavu,1200.0,2.0,75.0,2
3353,Hulimavu,1430.0,2.0,90.0,3
3354,Hulimavu,850.0,1.0,39.5,2
3355,Hulimavu,1000.0,2.0,45.0,2
3358,Hulimavu,3560.0,5.0,318.0,4
3359,Hulimavu,1011.0,2.0,38.0,2
3360,Hulimavu,1276.0,2.0,76.0,2
3361,Hulimavu,1500.0,2.0,90.0,2
3362,Hulimavu,1315.0,2.0,60.48,2
3363,Hulimavu,1021.0,2.0,76.0,2
3364,Hulimavu,581.0,1.0,29.0,1
3365,Hulimavu,935.0,2.0,45.0,2
3366,Hulimavu,1050.0,2.0,125.0,2
3368,Hulimavu,1260.0,2.0,82.0,3
3369,Hulimavu,450.0,1.0,20.0,1
3370,Hulimavu,1231.0,2.0,84.5,2
3371,Hulimavu,1916.0,2.0,150.0,3
3372,Hulimavu,1115.0,2.0,44.6,2
3373,ISRO Layout,4400.0,6.0,250.0,6
3374,ISRO Layout,1000.0,2.0,60.0,2
3375,ISRO Layout,1000.0,2.0,60.0,2
3376,ISRO Layout,1310.0,2.0,68.0,3
3377,ISRO Layout,4200.0,4.0,255.0,4
3378,ISRO Layout,1050.0,2.0,51.0,2
3379,ITPL,1200.0,3.0,56.12,3
3380,ITPL,1548.0,3.0,89.5,3
3381,ITPL,1200.0,3.0,68.4,3
3382,ITPL,1200.0,3.0,56.12,3
3383,ITPL,1200.0,3.0,56.12,3
3384,ITPL,1500.0,3.0,61.52,3
3385,ITPL,5667.5,5.0,300.0,4
3386,Iblur Village,3235.0,3.0,235.0,3
3387,Iblur Village,3596.0,5.0,290.0,4
3388,Iblur Village,1920.0,3.0,130.0,3
3389,Iblur Village,1995.0,3.0,135.0,3
3390,Iblur Village,3596.0,5.0,282.0,4
3391,Iblur Village,1918.0,3.0,129.0,3
3393,Iblur Village,2100.0,4.0,145.0,3
3394,Iblur Village,1920.0,3.0,150.0,3
3395,Iblur Village,1920.0,3.0,130.0,3
3396,Iblur Village,1920.0,3.0,150.0,3
3397,Iblur Village,2000.0,4.0,138.0,3
3398,Iblur Village,3596.0,5.0,260.0,4
3399,Iblur Village,3596.0,5.0,279.0,4
3400,Iblur Village,2666.0,4.0,200.0,3
3401,Iblur Village,5384.0,5.0,420.0,5
3402,Iblur Village,3596.0,5.0,297.0,4
3403,Iblur Village,5515.0,6.0,425.0,5
3404,Iblur Village,1920.0,3.0,130.0,3
3405,Iblur Village,3596.0,4.0,268.0,4
3408,Indira Nagar,1200.0,2.0,93.0,2
3409,Indira Nagar,1128.0,2.0,105.0,2
3410,Indira Nagar,2800.0,3.0,330.0,3
3411,Indira Nagar,1650.0,3.0,200.0,3
3413,Indira Nagar,1210.0,2.0,102.0,2
3414,Indira Nagar,1224.0,2.0,105.0,2
3415,Indira Nagar,2070.0,3.0,225.0,3
3416,Indira Nagar,500.0,1.0,70.0,1
3417,Indira Nagar,1400.0,2.0,168.0,2
3418,Indira Nagar,2400.0,4.0,525.0,4
3420,Indira Nagar,1145.0,2.0,100.0,2
3421,Indira Nagar,1470.0,2.0,170.0,2
3422,Indira Nagar,2700.0,3.0,324.0,3
3423,Indira Nagar,850.0,1.0,57.0,1
3424,Indira Nagar,3250.0,8.0,600.0,8
3425,Indira Nagar,2601.0,4.0,312.0,3
3426,Indira Nagar,1260.0,2.0,100.0,2
3427,Indira Nagar,1740.0,3.0,191.0,3
3428,Indira Nagar,1650.0,3.0,220.0,3
3431,Indira Nagar,1440.0,3.0,275.0,3
3432,Indira Nagar,1475.0,2.0,171.0,2
3433,Indira Nagar,3200.0,4.0,440.0,4
3434,Indira Nagar,4000.0,4.0,700.0,4
3435,Indira Nagar,850.0,1.0,60.0,1
3436,Indira Nagar,2400.0,4.0,405.0,4
3437,Indira Nagar,1800.0,5.0,350.0,5
3440,Indira Nagar,1650.0,3.0,200.0,3
3441,Indira Nagar,2800.0,4.0,365.0,4
3442,Indira Nagar,1260.0,2.0,120.0,2
3443,Indira Nagar,1149.0,2.0,130.0,2
3445,Indira Nagar,2400.0,6.0,475.0,6
3446,JP Nagar,1850.0,3.0,150.0,3
3447,JP Nagar,5520.0,2.0,375.0,5
3448,JP Nagar,1100.0,2.0,70.0,2
3449,JP Nagar,940.0,2.0,49.0,2
3451,JP Nagar,4624.5,4.0,314.5,4
3452,JP Nagar,1078.0,2.0,45.0,2
3453,JP Nagar,1050.0,1.0,44.0,1
3454,JP Nagar,1352.5,2.0,93.865,2
3455,JP Nagar,1200.0,2.0,62.0,2
3456,JP Nagar,1300.0,2.0,90.87,2
3457,JP Nagar,1315.0,2.0,85.4,3
3458,JP Nagar,1690.0,3.0,112.0,3
3461,JP Nagar,1300.0,2.0,109.0,2
3464,JP Nagar,750.0,1.0,52.5,1
3465,JP Nagar,1200.0,2.0,78.0,2
3467,JP Nagar,1100.0,2.0,45.0,2
3468,JP Nagar,1197.0,2.0,47.88,2
3469,JP Nagar,2700.0,4.0,160.0,7
3471,JP Nagar,820.0,2.0,45.0,2
3472,JP Nagar,1750.0,3.0,123.0,3
3473,JP Nagar,2195.0,2.0,152.0,3
3474,JP Nagar,3496.5,2.0,237.5,3
3478,JP Nagar,745.0,1.0,34.27,1
3479,JP Nagar,1150.0,2.0,90.0,2
3481,JP Nagar,1960.0,3.0,138.0,3
3484,JP Nagar,1250.0,2.0,60.0,2
3485,JP Nagar,2400.0,3.0,196.0,3
3486,JP Nagar,1300.0,2.0,91.65,2
3487,JP Nagar,1107.0,2.0,57.0,2
3488,JP Nagar,1250.0,2.0,93.0,2
3489,JP Nagar,1500.0,2.0,108.0,3
3490,JP Nagar,1520.0,3.0,125.0,3
3491,JP Nagar,1405.0,2.0,99.0,2
3492,JP Nagar,1157.0,2.0,73.0,2
3494,JP Nagar,1048.0,2.0,44.0,2
3495,Jakkur,1417.0,2.0,75.0,2
3496,Jakkur,1590.0,2.0,125.0,3
3497,Jakkur,1279.0,2.0,77.0,2
3498,Jakkur,1710.0,3.0,107.0,3
3499,Jakkur,1396.0,2.0,86.51,3
3500,Jakkur,3467.86,6.0,249.0,4
3501,Jakkur,1865.0,3.0,124.0,3
3502,Jakkur,3181.0,2.0,260.5,4
3503,Jakkur,1760.0,3.0,139.0,3
3504,Jakkur,1290.0,2.0,100.0,2
3505,Jakkur,1452.19,2.0,100.0,2
3506,Jakkur,1798.0,3.0,120.0,3
3507,Jakkur,1300.0,2.0,85.0,2
3508,Jakkur,3181.0,4.0,260.5,4
3509,Jakkur,1950.0,3.0,131.0,3
3511,Jakkur,1230.0,2.0,76.0,2
3513,Jakkur,1290.0,2.0,80.0,2
3514,Jakkur,1760.0,3.0,110.0,3
3516,Jakkur,1483.0,2.0,98.0,2
3519,Jakkur,1650.0,3.0,111.0,3
3521,Jakkur,2423.0,4.0,160.0,3
3522,Jakkur,2197.0,3.0,136.0,3
3523,Jakkur,1125.0,2.0,65.0,2
3524,Jakkur,1230.0,2.0,79.0,2
3525,Jakkur,1202.0,2.0,79.0,2
3526,Jakkur,1858.0,3.0,123.0,3
3527,Jakkur,3181.0,2.0,229.0,4
3530,Jakkur,1785.0,3.0,130.0,3
3531,Jakkur,1080.0,2.0,60.0,2
3532,Jakkur,1260.0,2.0,71.195,2
3533,Jakkur,1816.0,3.0,119.0,3
3534,Jakkur,1424.0,2.0,80.0,2
3535,Jakkur,1290.0,2.0,85.0,2
3536,Jakkur,1300.0,2.0,80.0,2
3537,Jakkur,1290.0,2.0,80.04,2
3538,Jakkur,1282.0,2.0,72.0,2
3540,Jakkur,1660.0,3.0,104.0,3
3541,Jakkur,1291.0,2.0,75.0,2
3542,Jakkur,1473.0,2.0,85.0,2
3543,Jakkur,1660.0,3.0,104.0,3
3544,Jakkur,1950.0,3.0,131.0,3
3545,Jakkur,1432.0,2.0,85.0,2
3547,Jakkur,1710.0,3.0,110.0,3
3549,Jalahalli,2250.0,3.0,160.0,3
3550,Jalahalli,1694.0,2.0,125.0,2
3552,Jalahalli,1400.0,1.0,80.0,2
3553,Jalahalli,1045.0,2.0,76.77,2
3555,Jalahalli,2113.0,3.0,155.0,3
3556,Jalahalli,1932.0,4.0,135.0,3
3557,Jalahalli,1045.0,2.0,58.0,2
3558,Jalahalli,1020.0,2.0,52.0,2
3559,Jalahalli,2384.0,4.0,165.0,3
3560,Jalahalli,790.0,2.0,49.5,2
3563,Jalahalli,1569.0,3.0,118.0,3
3564,Jalahalli,600.0,1.0,37.0,1
3565,Jalahalli,615.0,1.0,46.0,1
3567,Jalahalli,905.0,2.0,55.0,2
3568,Jalahalli,1000.0,2.0,70.0,2
3569,Jalahalli,615.0,1.0,46.0,1
3571,Jalahalli,1470.0,2.0,102.0,3
3572,Jalahalli,1244.0,2.0,88.0,2
3573,Jalahalli,1407.0,2.0,98.49,2
3574,Jalahalli,1200.0,2.0,66.0,1
3576,Jalahalli,1045.0,2.0,76.77,2
3578,Jalahalli,2086.0,3.0,160.0,3
3580,Jalahalli,1313.0,2.0,68.0,2
3583,Jalahalli East,750.0,1.0,40.0,1
3584,Jalahalli East,1260.0,2.0,60.0,3
3585,Jalahalli East,1300.0,2.0,63.0,3
3586,Jalahalli East,775.0,1.0,34.1,1
3587,Jalahalli East,1010.0,2.0,52.0,2
3588,Jalahalli East,1010.0,2.0,52.0,2
3590,Jigani,918.0,2.0,52.0,2
3591,Jigani,918.0,2.0,48.0,2
3593,Jigani,914.0,2.0,47.0,2
3594,Jigani,927.0,2.0,55.0,2
3595,Jigani,920.0,2.0,46.0,2
3596,Jigani,2400.0,4.0,130.0,3
3597,Jigani,918.0,2.0,45.0,2
3598,Jigani,918.0,2.0,63.2,2
3599,Jigani,933.0,2.0,43.0,2
3600,Jigani,918.0,2.0,55.0,2
3601,Jigani,2400.0,3.0,149.0,3
3602,Jigani,4303.5,2.0,226.0,4
3603,Jigani,937.0,2.0,44.0,2
3605,Jigani,923.0,2.0,50.0,2
3608,Jigani,1221.0,3.0,72.0,3
